import time: self [us] | cumulative | imported package
import time:      1685 |      31935 |                                       amqp.serialization
import time:     19131 |      51066 |                                     amqp.basic_message
import time:    268499 |     268499 |                                       amqp.abstract_channel
import time:      1372 |       1372 |                                       amqp.protocol
import time:     39620 |     309490 |                                     amqp.channel
import time:       823 |        823 |                                         gssapi
import time:      1214 |       2037 |                                       amqp.sasl
import time:     10936 |      10936 |                                       amqp.method_framing
import time:      7609 |       7609 |                                         amqp.platform
import time:     21289 |      28897 |                                       amqp.transport
import time:      3308 |      45176 |                                     amqp.connection
import time:      2293 |     408023 |                                   amqp
import time:      3619 |     411641 |                                 kombu.exceptions
import time:     15284 |      15284 |                                       billiard.process
import time:      5541 |       5541 |                                       billiard.exceptions
import time:     14377 |      35201 |                                     billiard.context
import time:      5033 |      40234 |                                   billiard
import time:       635 |        635 |                                       cffi.lock
import time:       856 |        856 |                                       cffi.error
import time:     13270 |      13270 |                                       cffi.model
import time:   1361847 |    1376606 |                                     cffi.api
import time:      7287 |    1383893 |                                   cffi
import time:      4115 |       4115 |                                     resource
import time:      1581 |       5696 |                                   billiard.compat
import time:    278274 |    1708096 |                                 billiard.util
import time:     20190 |    2139926 |                               kombu.utils.compat
import time:      1649 |       1649 |                                 kombu.utils.encoding
import time:     47094 |      48743 |                               kombu.utils.div
import time:     11980 |      11980 |                               kombu.utils.functional
import time:       748 |        748 |                               kombu.utils.imports
import time:      3628 |       3628 |                               kombu.utils.objects
import time:    484162 |     484162 |                               kombu.utils.uuid
import time:    311594 |    3134515 |                             kombu.utils
import time:       133 |    3134647 |                           kombu.utils.objects
import time:    284486 |     284486 |                                 logging.handlers
import time:     39581 |     324067 |                               kombu.log
import time:      7683 |       7683 |                               celery.utils.term
import time:    168858 |     500607 |                             celery.utils.log
import time:      4354 |     504961 |                           celery.utils.functional
import time:      4626 |       4626 |                           celery.utils.imports
import time:      1038 |       1038 |                                   kombu.resource
import time:      2817 |       2817 |                                   kombu.transport
import time:     19234 |      19234 |                                   kombu.utils.url
import time:    968019 |     991107 |                                 kombu.connection
import time:      1164 |     992270 |                               kombu.abstract
import time:       446 |        446 |                                       django
import time:       103 |        548 |                                     django.utils
import time:        95 |        643 |                                   django.utils.functional
import time:      1172 |       1814 |                                 kombu.utils.json
import time:      1087 |       1087 |                                   yaml.error
import time:      1654 |       1654 |                                   yaml.tokens
import time:    446834 |     446834 |                                   yaml.events
import time:       887 |        887 |                                   yaml.nodes
import time:    487680 |     487680 |                                     yaml.reader
import time:      1379 |       1379 |                                     yaml.scanner
import time:       965 |        965 |                                     yaml.parser
import time:       718 |        718 |                                     yaml.composer
import time:    299828 |     299828 |                                     yaml.constructor
import time:    251601 |     251601 |                                     yaml.resolver
import time:    107847 |    1150015 |                                   yaml.loader
import time:    786039 |     786039 |                                     yaml.emitter
import time:       862 |        862 |                                     yaml.serializer
import time:      1163 |       1163 |                                     yaml.representer
import time:      7202 |     795264 |                                   yaml.dumper
import time:  15214472 |   15214472 |                                     yaml._yaml
import time:      2444 |   15216915 |                                   yaml.cyaml
import time:      1941 |   17614595 |                                 yaml
import time:       468 |        468 |                                 msgpack
import time:    343594 |   17960469 |                               kombu.serialization
import time:      2227 |   18954965 |                             kombu.entity
import time:     77905 |      77905 |                             celery.utils.text
import time:      1239 |   19034107 |                           celery.utils.nodenames
import time:    153551 |   22831891 |                         celery.utils
import time:      1586 |   22833477 |                       celery.utils.threads
import time:      1506 |   22834982 |                     celery._state
import time:     31185 |      31185 |                           kombu.common
import time:       544 |        544 |                             brotli
import time:       544 |        544 |                             zstandard
import time:    298552 |     299639 |                           kombu.compression
import time:      1456 |     332279 |                         kombu.messaging
import time:      1371 |     333649 |                       kombu.pools
import time:       904 |        904 |                       kombu.clocks
import time:      1330 |       1330 |                       kombu.transport.native_delayed_delivery
import time:       542 |        542 |                             cPickle
import time:      1270 |       1812 |                           celery.utils.serialization
import time:    472444 |     474255 |                         celery.exceptions
import time:      3219 |     477473 |                       celery.platforms
import time:       884 |        884 |                                     tzlocal.windows_tz
import time:       767 |       1651 |                                   tzlocal.utils
import time:      4997 |       6648 |                                 tzlocal.unix
import time:      7349 |      13996 |                               tzlocal
import time:     12378 |      26373 |                             celery.utils.time
import time:    353977 |     380350 |                           celery.utils.dispatch.signal
import time:       760 |     381109 |                         celery.utils.dispatch
import time:      2538 |     383646 |                       celery.signals
import time:      1093 |       1093 |                       celery.loaders
import time:      1794 |       1794 |                       celery.utils.abstract
import time:       591 |        591 |                         __pypy__
import time:       430 |        430 |                             django
import time:        91 |        521 |                           django.utils
import time:        78 |        598 |                         django.utils.functional
import time:      7203 |       8390 |                       celery.utils.collections
import time:     22306 |      22306 |                       celery.utils.objects
import time:      1664 |       1664 |                       celery.utils.annotations
import time:       529 |        529 |                       celery.utils.quorum_queues
import time:      3119 |       3119 |                       celery.app.backends
import time:       934 |        934 |                       celery.app.builtins
import time:       634 |        634 |                       celery.app.annotations
import time:       514 |        514 |                       celery.app.autoretry
import time:     27110 |      27110 |                       celery.app.defaults
import time:       850 |        850 |                       celery.app.registry
import time:      6668 |       6668 |                       celery.app.utils
import time:     20433 |    1293033 |                     celery.app.base
import time:      1055 |   24129068 |                   celery.app
import time:     11948 |      11948 |                                 redis.typing
import time:     15237 |      27185 |                               redis.maint_notifications
import time:      2843 |       2843 |                               async_timeout
import time:      2362 |       2362 |                               redis.exceptions
import time:    403333 |     403333 |                               redis._parsers.encoders
import time:       696 |        696 |                                   hiredis
import time:      3211 |       3907 |                                 redis.utils
import time:      1316 |       5222 |                               redis._parsers.socket
import time:     22903 |     463844 |                             redis._parsers.base
import time:     20767 |      20767 |                             redis._parsers.commands
import time:      2310 |       2310 |                             redis._parsers.hiredis
import time:      1454 |       1454 |                             redis._parsers.resp2
import time:      4881 |       4881 |                             redis._parsers.resp3
import time:      3166 |     496420 |                           redis._parsers
import time:      3344 |     499764 |                         redis._parsers.helpers
import time:      1886 |       1886 |                             redis.auth
import time:      1981 |       1981 |                             redis.auth.err
import time:      4063 |       7929 |                           redis.auth.token
import time:      5607 |       5607 |                             redis.credentials
import time:    496343 |     501950 |                           redis.event
import time:      7665 |       7665 |                             redis.retry
import time:     33575 |      41240 |                           redis.asyncio.retry
import time:      1529 |       1529 |                           redis.backoff
import time:     38713 |      38713 |                             redis.cache
import time:   1032632 |    1071344 |                           redis.connection
import time:    252450 |    1876439 |                         redis.asyncio.connection
import time:      2815 |       2815 |                         redis.asyncio.lock
import time:       784 |        784 |                               redis.crc
import time:      3355 |       3355 |                                 redis.commands.helpers
import time:   1544158 |    1547513 |                               redis.commands.core
import time:      2890 |       2890 |                               redis.commands.redismodules
import time:    396245 |    1947430 |                             redis.commands.cluster
import time:      1433 |       1433 |                             redis.commands.sentinel
import time:      1771 |    1950633 |                           redis.commands
import time:      2027 |       2027 |                           redis.lock
import time:     21798 |    1974457 |                         redis.client
import time:    325995 |    4679469 |                       redis.asyncio.client
import time:      2534 |       2534 |                           redis.commands.policies
import time:    697646 |     700180 |                         redis.cluster
import time:    399577 |    1099756 |                       redis.asyncio.cluster
import time:      2096 |       2096 |                       redis.asyncio.sentinel
import time:       776 |        776 |                       redis.asyncio.utils
import time:      3536 |    5785632 |                     redis.asyncio
import time:      4725 |       4725 |                     redis.sentinel
import time:      1956 |    5792312 |                   redis
import time:      2078 |       2078 |                         celery.utils.graph
import time:     13382 |      15459 |                       celery.bootsteps
import time:      7144 |       7144 |                       celery.concurrency
import time:      2262 |       2262 |                         shelve
import time:      1393 |       3654 |                       celery.worker.state
import time:      3225 |      29481 |                     celery.worker.worker
import time:       937 |      30418 |                   celery.worker
import time:    296742 |   30446382 |                 fastapi_modulo.modulos.mi_tablero.tareas.dashboard_tasks
import time:      1233 |       1233 |                     PIL.ImageColor
import time:      2528 |       2528 |                         PIL._typing
import time:  82899709 |   82899709 |                         PIL._imagingft
import time:   1117037 |   84019274 |                       PIL.ImageFont
import time:      1703 |   84020976 |                     PIL.ImageText
import time:      5526 |   84027733 |                   PIL.ImageDraw
import time:      3834 |   84031567 |                 fastapi_modulo.modulos.mi_tablero.servicios.widget_service
import time:     35756 |  571867698 |               fastapi_modulo.modulos.mi_tablero.servicios.dashboard_service
import time:      2812 |  571870509 |             fastapi_modulo.modulos.mi_tablero.servicios
import time:     20322 |  571890830 |           fastapi_modulo.modulos.mi_tablero.servicios.integration_service
import time:   2378292 |  584353253 |         fastapi_modulo.modulos.mi_tablero.controladores.dashboard_api
import time:      2970 |       2970 |         fastapi_modulo.modulos.mi_tablero.controladores.dashboard_pages
import time:    951573 |  585307795 |       fastapi_modulo.modulos.mi_tablero.controladores.mi_tablero
import time:      6399 |  585314193 |     fastapi_modulo.modulos.mi_tablero.controladores
import time:       172 |  585314365 |   fastapi_modulo.modulos.mi_tablero.controladores.mi_tablero
import time:       893 |        893 |     fastapi_modulo.modulos.notificaciones.controladores
import time:    843621 |     843621 |     fastapi_modulo.modulos.notificaciones.controladores.conversaciones
import time:    442080 |    1286593 |   fastapi_modulo.modulos.notificaciones.controladores.notificaciones
import time:      1334 |       1334 |     fastapi_modulo.modulos.empleados.controladores
import time:    722641 |     723975 |   fastapi_modulo.modulos.empleados.controladores.empleados
import time:       603 |        603 |     fastapi_modulo.modulos.empleados.modelos
import time:      5972 |       6575 |   fastapi_modulo.modulos.empleados.modelos.puestos_laborales_store
import time:      9283 |       9283 |   fastapi_modulo.modulos.empleados.modelos.departamentos_service
import time:       734 |        734 |     fastapi_modulo.modulos.planificacion.controladores
import time:    152263 |     152997 |   fastapi_modulo.modulos.planificacion.controladores.annual_cycle_service
import time:       478 |        478 |   fastapi_modulo.modulos.planificacion.modelos
import time:     23245 |      23245 |   fastapi_modulo.modulos.planificacion.modelos.plan_estrategico_service
import time:      5794 |       5794 |   fastapi_modulo.modulos.planificacion.modelos.poa_service
import time:    193688 |     193688 |   fastapi_modulo.modulos.planificacion.modelos.kpis_service
import time:       355 |        355 |   fastapi_modulo.modulos.notificaciones.modelos
import time:    109285 |     109285 |   fastapi_modulo.modulos.notificaciones.modelos.global_notifications_service
import time:       944 |        944 |     fastapi_modulo.modulos.proyectando.controladores
import time:       393 |        393 |     fastapi_modulo.modulos.proyectando.modelos
import time:       553 |        553 |         fastapi_modulo.login_identity_constants
import time:       760 |       1313 |       fastapi_modulo.login_utils
import time:    454729 |     456041 |     fastapi_modulo.modulos.proyectando.modelos.presupuesto_service
import time:    359004 |     816380 |   fastapi_modulo.modulos.proyectando.controladores.presupuesto
import time:      1501 |       1501 |     fastapi_modulo.modulos.proyectando.modelos.proyectando_store_common
import time:     39517 |      39517 |     fastapi_modulo.modulos.proyectando.modelos.datos_preliminares_store
import time:      3435 |       3435 |     fastapi_modulo.modulos.proyectando.modelos.crecimiento_general_store
import time:      1706 |      46159 |   fastapi_modulo.modulos.proyectando.modelos.data_store
import time:    195986 |     195986 |   fastapi_modulo.modulos.mesa_control.controladores.mesa_control
import time:     13872 |      13872 |                       fastapi_modulo.modulos.cartera_prestamos.modelos.enums
import time:   2064722 |    2078594 |                     fastapi_modulo.modulos.cartera_prestamos.modelos.db_models
import time:      1242 |    2079835 |                   fastapi_modulo.modulos.cartera_prestamos.modelos
import time:       113 |    2079947 |                 fastapi_modulo.modulos.cartera_prestamos.modelos.enums
import time:   1939921 |    1939921 |                 fastapi_modulo.modulos.cartera_prestamos.modelos.schemas
import time:     15287 |      15287 |                   fastapi_modulo.modulos.cartera_prestamos.repositorios.cartera_repository
import time:      2086 |       2086 |                   fastapi_modulo.modulos.cartera_prestamos.repositorios.cobranza_repository
import time:      1172 |      18544 |                 fastapi_modulo.modulos.cartera_prestamos.repositorios
import time:      1428 |    4039839 |               fastapi_modulo.modulos.cartera_prestamos.servicios.cartera_service
import time:     27896 |      27896 |               fastapi_modulo.modulos.cartera_prestamos.servicios.indicadores_service
import time:      1627 |       1627 |               fastapi_modulo.modulos.cartera_prestamos.servicios.gestion_service
import time:    268710 |     268710 |                 fastapi_modulo.modulos.cartera_prestamos.servicios.recuperacion_service
import time:      1190 |     269899 |               fastapi_modulo.modulos.cartera_prestamos.servicios.mesa_control_service
import time:      1703 |    4340962 |             fastapi_modulo.modulos.cartera_prestamos.servicios
import time:      1732 |    4342693 |           fastapi_modulo.modulos.cartera_prestamos.servicios.export_service
import time:      2273 |       2273 |             fastapi_modulo.modulos.cartera_prestamos.controladores.prestamos_menu
import time:     20999 |      23271 |           fastapi_modulo.modulos.cartera_prestamos.controladores.dependencies
import time:    422247 |    4788211 |         fastapi_modulo.modulos.cartera_prestamos.controladores.api
import time:    162718 |     162718 |         fastapi_modulo.modulos.cartera_prestamos.controladores.assets
import time:    146239 |     146239 |         fastapi_modulo.modulos.cartera_prestamos.controladores.pages
import time:    403183 |     403183 |         fastapi_modulo.modulos.cartera_prestamos.controladores.placeholders
import time:    304277 |    5804626 |       fastapi_modulo.modulos.cartera_prestamos.controladores.cartera_prestamos
import time:      1408 |    5806033 |     fastapi_modulo.modulos.cartera_prestamos.controladores
import time:       107 |    5806140 |   fastapi_modulo.modulos.cartera_prestamos.controladores.cartera_prestamos
import time:      1655 |       1655 |     fastapi_modulo.modulos.pld.controladores
import time:    201422 |     203077 |   fastapi_modulo.modulos.pld.controladores.pld
import time:     15696 |      15696 |     fastapi_modulo.modulos.mkt.controladores
import time:      9344 |      25039 |   fastapi_modulo.modulos.mkt.controladores.mkt
import time:      3436 |       3436 |     fastapi_modulo.modulos.intelicoop.controladores
import time:       374 |        374 |       fastapi_modulo.modulos.intelicoop.modelos
import time:   1226625 |    1226998 |     fastapi_modulo.modulos.intelicoop.modelos.intelicoop_models
import time:     16295 |      16295 |     fastapi_modulo.modulos.intelicoop.modelos.intelicoop_scoring
import time:   1659695 |    1659695 |       fastapi_modulo.modulos.intelicoop.modelos.intelicoop_db_models
import time:     35494 |    1695189 |     fastapi_modulo.modulos.intelicoop.modelos.intelicoop_store
import time:   1329091 |    4271007 |   fastapi_modulo.modulos.intelicoop.controladores.intelicoop
import time:  18361323 |   18361323 |               fastapi_modulo.modulos.brujula.modelos.brujula_fixed_indicators
import time:     14459 |      14459 |               fastapi_modulo.modulos.brujula.modelos.enums
import time:    706591 |     706591 |               fastapi_modulo.modulos.brujula.modelos.schemas
import time:      1738 |   19084110 |             fastapi_modulo.modulos.brujula.modelos
import time:       144 |   19084254 |           fastapi_modulo.modulos.brujula.modelos.schemas
import time:    270817 |     270817 |             fastapi_modulo.modulos.brujula.servicios
import time:       700 |        700 |             fastapi_modulo.modulos.brujula.controladores.dependencies
import time:       675 |        675 |               fastapi_modulo.modulos.brujula.repositorios
import time:       630 |        630 |               fastapi_modulo.modulos.brujula.repositorios.tenant_repository
import time:      1172 |       2476 |             fastapi_modulo.modulos.brujula.repositorios.indicator_repository
import time:       634 |        634 |             fastapi_modulo.modulos.brujula.repositorios.override_repository
import time:      1286 |       1286 |                 fastapi_modulo.modulos.brujula.modelos.brujula_projection_store
import time:       785 |        785 |                 fastapi_modulo.modulos.brujula.servicios.projection_adapter
import time:      1136 |       3207 |               fastapi_modulo.modulos.brujula.servicios.projection_service
import time:      1425 |       4632 |             fastapi_modulo.modulos.brujula.servicios.analysis_service
import time:      1898 |     281155 |           fastapi_modulo.modulos.brujula.servicios.indicator_service
import time:    480481 |   19845889 |         fastapi_modulo.modulos.brujula.controladores.api
import time:     13058 |      13058 |         fastapi_modulo.modulos.brujula.controladores.pages
import time:    589064 |   20448009 |       fastapi_modulo.modulos.brujula.controladores.brujula
import time:     52972 |   20500980 |     fastapi_modulo.modulos.brujula.controladores
import time:       147 |   20501127 |   fastapi_modulo.modulos.brujula.controladores.brujula
import time:    135179 |     135179 |                   fastapi_modulo.modulos.crm.modelos.enums
import time:   1067975 |    1203153 |                 fastapi_modulo.modulos.crm.modelos.db_models
import time:   2029696 |    2029696 |                 fastapi_modulo.modulos.crm.modelos.schemas
import time:     15259 |    3248107 |               fastapi_modulo.modulos.crm.modelos
import time:      2910 |    3251016 |             fastapi_modulo.modulos.crm.modelos.db_models
import time:      1212 |    3252227 |           fastapi_modulo.modulos.crm.repositorios.common
import time:       884 |    3253111 |         fastapi_modulo.modulos.crm.repositorios
import time:       121 |    3253232 |       fastapi_modulo.modulos.crm.repositorios.common
import time:      2102 |    3255334 |     fastapi_modulo.modulos.crm.bootstrap
import time:      4843 |       4843 |                       fastapi_modulo.modulos.crm.mappers.actividad_mapper
import time:       657 |        657 |                       fastapi_modulo.modulos.crm.mappers.campania_mapper
import time:       633 |        633 |                       fastapi_modulo.modulos.crm.mappers.contacto_campania_mapper
import time:       590 |        590 |                       fastapi_modulo.modulos.crm.mappers.contacto_mapper
import time:       558 |        558 |                       fastapi_modulo.modulos.crm.mappers.evento_mapper
import time:       640 |        640 |                       fastapi_modulo.modulos.crm.mappers.nota_mapper
import time:       603 |        603 |                       fastapi_modulo.modulos.crm.mappers.oportunidad_mapper
import time:      1170 |       9689 |                     fastapi_modulo.modulos.crm.mappers
import time:       121 |       9810 |                   fastapi_modulo.modulos.crm.mappers.evento_mapper
import time:      2893 |      12702 |                 fastapi_modulo.modulos.crm.repositorios.evento_repository
import time:      1690 |      14391 |               fastapi_modulo.modulos.crm.servicios.evento_service
import time:       681 |        681 |               fastapi_modulo.modulos.crm.repositorios.contacto_repository
import time:      4224 |      19295 |             fastapi_modulo.modulos.crm.servicios.contacto_service
import time:      1960 |      21254 |           fastapi_modulo.modulos.crm.servicios.dashboard_service
import time:       835 |      22089 |         fastapi_modulo.modulos.crm.servicios
import time:       786 |        786 |         fastapi_modulo.modulos.crm.repositorios.actividad_repository
import time:      1074 |      23948 |       fastapi_modulo.modulos.crm.servicios.actividad_service
import time:    505941 |     529888 |     fastapi_modulo.modulos.crm.controladores.api_actividades
import time:    224464 |     224464 |         fastapi_modulo.modulos.crm.repositorios.campania_repository
import time:       759 |     225223 |       fastapi_modulo.modulos.crm.servicios.campania_service
import time:    475868 |     701091 |     fastapi_modulo.modulos.crm.controladores.api_campanias
import time:    343980 |     343980 |     fastapi_modulo.modulos.crm.controladores.api_contactos
import time:    221169 |     221169 |     fastapi_modulo.modulos.crm.controladores.api_eventos
import time:       810 |        810 |         fastapi_modulo.modulos.crm.repositorios.nota_repository
import time:     44913 |      45722 |       fastapi_modulo.modulos.crm.servicios.nota_service
import time:     17893 |      63615 |     fastapi_modulo.modulos.crm.controladores.api_notas
import time:    126294 |     126294 |         fastapi_modulo.modulos.crm.repositorios.oportunidad_repository
import time:    162798 |     289091 |       fastapi_modulo.modulos.crm.servicios.oportunidad_service
import time:    382800 |     671891 |     fastapi_modulo.modulos.crm.controladores.api_oportunidades
import time:      9544 |       9544 |     fastapi_modulo.modulos.crm.controladores.dependencies
import time:      4929 |       4929 |       fastapi_modulo.modulos.crm.crm_menu
import time:      1769 |       1769 |       fastapi_modulo.modulos.crm.controladores.utils
import time:    332153 |     338851 |     fastapi_modulo.modulos.crm.controladores.pages
import time:   2417699 |    8553055 |   fastapi_modulo.modulos.crm.controladores.crm
import time:       790 |        790 |     fastapi_modulo.modulos.encuestas.modelos
import time:      2235 |       3025 |   fastapi_modulo.modulos.encuestas.modelos.encuestas_question_catalog
import time:       971 |        971 |       reportlab.lib.enums
import time:      2328 |       2328 |       reportlab.lib.fonts
import time:      1691 |       4988 |     reportlab.lib.styles
import time:      1266 |       1266 |         reportlab.lib.sequencer
import time:     13099 |      14365 |       reportlab.platypus.flowables
import time:      1154 |       1154 |       reportlab.platypus.frames
import time:       929 |        929 |       reportlab.platypus.multicol
import time:      5695 |       5695 |             _markupbase
import time:     13104 |      18798 |           html.parser
import time:     20091 |      38889 |         reportlab.platypus.paraparser
import time:      2572 |       2572 |         reportlab.lib.geomutils
import time:    371420 |     371420 |         reportlab.lib.textsplit
import time:       590 |        590 |         pyphen
import time:   3989067 |    4402537 |       reportlab.platypus.paragraph
import time:      2861 |       2861 |           reportlab.lib.normalDate
import time:      5199 |       8059 |         reportlab.lib.validators
import time:    272337 |     272337 |         reportlab.platypus.doctemplate
import time:     18542 |     298937 |       reportlab.platypus.tables
import time:      6749 |       6749 |         reportlab.lib.PyFontify
import time:      3529 |      10278 |       reportlab.platypus.xpreformatted
import time:      1455 |    4729651 |     reportlab.platypus
import time:      2475 |       2475 |             openpyxl.compat.numbers
import time:       880 |        880 |             openpyxl.compat.strings
import time:       833 |       4188 |           openpyxl.compat
import time:       102 |       4289 |         openpyxl.compat.numbers
import time:      2563 |       2563 |             lxml
import time:       134 |       2696 |           lxml.etree
import time:       452 |        452 |           defusedxml
import time:       752 |       3899 |         openpyxl.xml
import time:       538 |        538 |               openpyxl.worksheet
import time:       849 |        849 |                   openpyxl.utils.exceptions
import time:    335703 |     336552 |                 openpyxl.utils.cell
import time:      3622 |       3622 |                     openpyxl.formula.tokenizer
import time:      1318 |       4939 |                   openpyxl.formula
import time:     16517 |      21455 |                 openpyxl.utils.formulas
import time:       836 |     358842 |               openpyxl.utils
import time:      6919 |       6919 |                           openpyxl.utils.datetime
import time:       686 |        686 |                           openpyxl.descriptors.namespace
import time:      2316 |       9920 |                         openpyxl.descriptors.base
import time:      1661 |       1661 |                                 xml
import time:      1206 |       2866 |                               xml.etree
import time:     16337 |      16337 |                               xml.etree.ElementPath
import time:      3893 |       3893 |                                 pyexpat
import time:      8352 |      12245 |                               _elementtree
import time:     11602 |      43048 |                             xml.etree.ElementTree
import time:      1034 |       1034 |                                 et_xmlfile.incremental_tree
import time:      1798 |       2831 |                               et_xmlfile.xmlfile
import time:      1355 |       4186 |                             et_xmlfile
import time:    354833 |     354833 |                             openpyxl.xml.constants
import time:      2428 |     404494 |                           openpyxl.xml.functions
import time:       784 |        784 |                           openpyxl.utils.indexed_list
import time:      1503 |     406780 |                         openpyxl.descriptors.sequence
import time:      1625 |     418324 |                       openpyxl.descriptors
import time:      6529 |       6529 |                       openpyxl.descriptors.serialisable
import time:      9003 |     433854 |                     openpyxl.styles.alignment
import time:     15299 |      15299 |                       openpyxl.styles.colors
import time:      5786 |      21084 |                     openpyxl.styles.borders
import time:      1182 |       1182 |                     openpyxl.styles.fills
import time:      1612 |       1612 |                       openpyxl.descriptors.nested
import time:      1803 |       3414 |                     openpyxl.styles.fonts
import time:      3531 |       3531 |                     openpyxl.styles.numbers
import time:       804 |        804 |                     openpyxl.styles.protection
import time:      1342 |       1342 |                       openpyxl.descriptors.excel
import time:      1727 |       1727 |                       openpyxl.styles.cell_style
import time:    153316 |     156384 |                     openpyxl.styles.named_styles
import time:      1455 |     621704 |                   openpyxl.styles
import time:       733 |        733 |                     openpyxl.styles.proxy
import time:    380101 |     380101 |                     openpyxl.styles.builtins
import time:      3178 |     384011 |                   openpyxl.styles.styleable
import time:      1035 |       1035 |                   openpyxl.worksheet.hyperlink
import time:       676 |        676 |                   openpyxl.worksheet.formula
import time:      1952 |       1952 |                     openpyxl.cell.text
import time:      1005 |       2956 |                   openpyxl.cell.rich_text
import time:      4847 |    1015226 |                 openpyxl.cell.cell
import time:       988 |        988 |                 openpyxl.cell.read_only
import time:       913 |    1017126 |               openpyxl.cell
import time:      1252 |       1252 |                     openpyxl.styles.differential
import time:    528799 |     530050 |                   openpyxl.formatting.rule
import time:       835 |     530885 |                 openpyxl.formatting
import time:      1211 |       1211 |                 openpyxl.worksheet.cell_range
import time:      1156 |     533250 |               openpyxl.formatting.formatting
import time:       599 |        599 |                 openpyxl.packaging
import time:     15145 |      15145 |                 openpyxl.descriptors.container
import time:      1392 |      17135 |               openpyxl.packaging.relationship
import time:       714 |        714 |                   openpyxl.utils.escape
import time:      3793 |       4507 |                 openpyxl.worksheet.header_footer
import time:      9637 |      14143 |               openpyxl.workbook.child
import time:      2238 |       2238 |               openpyxl.workbook.defined_name
import time:      3826 |       3826 |               openpyxl.formula.translate
import time:      1584 |       1584 |               openpyxl.worksheet.datavalidation
import time:      2097 |       2097 |               openpyxl.worksheet.page
import time:      1856 |       1856 |                 openpyxl.utils.units
import time:       751 |        751 |                 openpyxl.utils.bound_dictionary
import time:      2224 |       4829 |               openpyxl.worksheet.dimensions
import time:       666 |        666 |                 openpyxl.utils.protection
import time:    232051 |     232716 |               openpyxl.worksheet.protection
import time:      5709 |       5709 |               openpyxl.worksheet.filters
import time:      3978 |       3978 |               openpyxl.worksheet.views
import time:     70871 |      70871 |               openpyxl.worksheet.merge
import time:      9497 |       9497 |               openpyxl.worksheet.properties
import time:      1713 |       1713 |               openpyxl.worksheet.pagebreak
import time:      2002 |       2002 |               openpyxl.worksheet.scenario
import time:       753 |        753 |                 openpyxl.worksheet.related
import time:      2878 |       3631 |               openpyxl.worksheet.table
import time:    130455 |     130455 |               openpyxl.worksheet.print_settings
import time:      3472 |    2419644 |             openpyxl.worksheet.worksheet
import time:     31631 |      31631 |               openpyxl.worksheet._reader
import time:       921 |      32551 |             openpyxl.worksheet._read_only
import time:    197203 |     197203 |                     openpyxl.comments.comments
import time:       679 |     197882 |                   openpyxl.comments
import time:       775 |        775 |                   openpyxl.comments.author
import time:      2753 |       2753 |                   openpyxl.comments.shape_writer
import time:     24376 |     225785 |                 openpyxl.comments.comment_sheet
import time:      1361 |       1361 |                 openpyxl.cell._writer
import time:      1205 |     228349 |               openpyxl.worksheet._writer
import time:      1007 |     229356 |             openpyxl.worksheet._write_only
import time:      2154 |       2154 |             openpyxl.worksheet.copier
import time:       641 |        641 |               openpyxl.writer
import time:      1061 |       1061 |                   openpyxl.drawing.drawing
import time:       634 |       1695 |                 openpyxl.drawing
import time:       736 |        736 |                 openpyxl.drawing.image
import time:      1526 |       1526 |                             openpyxl.chart.layout
import time:       757 |        757 |                             openpyxl.chart.picture
import time:      5900 |       5900 |                               openpyxl.drawing.colors
import time:     12519 |      12519 |                                 openpyxl.drawing.effect
import time:    252286 |     264804 |                               openpyxl.drawing.fill
import time:      3983 |       3983 |                               openpyxl.drawing.line
import time:     23967 |      23967 |                               openpyxl.drawing.geometry
import time:      1694 |     300347 |                             openpyxl.chart.shapes
import time:    416596 |     416596 |                               openpyxl.drawing.text
import time:     90945 |      90945 |                               openpyxl.chart.data_source
import time:     12451 |     519992 |                             openpyxl.chart.text
import time:      7047 |       7047 |                             openpyxl.chart.error_bar
import time:     13426 |     843092 |                           openpyxl.chart.marker
import time:      1385 |     844477 |                         openpyxl.chart._3d
import time:      1098 |       1098 |                         openpyxl.chart.legend
import time:      2418 |       2418 |                         openpyxl.chart.reference
import time:      1569 |       1569 |                             openpyxl.chart.label
import time:    186983 |     186983 |                             openpyxl.chart.trendline
import time:      2485 |     191036 |                           openpyxl.chart.series
import time:       826 |     191861 |                         openpyxl.chart.series_factory
import time:      5147 |       5147 |                         openpyxl.chart.title
import time:      2812 |    1047811 |                       openpyxl.chart._chart
import time:       976 |        976 |                       openpyxl.chart.descriptors
import time:      3512 |       3512 |                       openpyxl.chart.axis
import time:      5841 |    1058138 |                     openpyxl.chart.area_chart
import time:      3706 |       3706 |                     openpyxl.chart.bar_chart
import time:    140213 |     140213 |                     openpyxl.chart.bubble_chart
import time:       726 |        726 |                       openpyxl.chart.updown_bars
import time:      1716 |       2441 |                     openpyxl.chart.line_chart
import time:      1864 |       1864 |                     openpyxl.chart.pie_chart
import time:     39205 |      39205 |                     openpyxl.chart.radar_chart
import time:       978 |        978 |                     openpyxl.chart.scatter_chart
import time:      1129 |       1129 |                     openpyxl.chart.stock_chart
import time:     14193 |      14193 |                     openpyxl.chart.surface_chart
import time:      1386 |    1263250 |                   openpyxl.chart
import time:       115 |    1263364 |                 openpyxl.chart._chart
import time:       895 |        895 |                 openpyxl.drawing.xdr
import time:      3218 |       3218 |                   openpyxl.drawing.properties
import time:      1580 |       4798 |                 openpyxl.drawing.connector
import time:      1625 |       1625 |                   openpyxl.drawing.picture
